NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
2796	-1	z10-15	nircam5	0.04686781	0.02292242	0.003577045699964306	0.001573249122230763	-0.0155274	0.01553987	-0.001850736269713768	0.0018296791262177694	0.6501471	0.03531368	0.0057094049849246015	0.0005424192101758772	0.7783709	0.0001357173	0.0033356615985576732	2.0706667784513507e-06	0.9437351	0.0001031692	0.009088554801380846	1.5835171539438046e-06	0.4173229	6.585933e-05	0.00779604056485227	1.173730734379636e-06	0.3404859	0.03169623	0.004357856699445453	0.0006135416906302725	0.2717006	9.604192e-05	0.013003891038934087	1.9484085351280447e-06	0.2103649	5.28473e-05	0.0	0.0
3075	-1	z10-15	nircam5	0.06819759	0.01861087	0.004629990976302113	0.0015744523375283976	0.004329966	0.01261693	0.0028218191820633368	0.0018310771668487622	-0.0792863	0.02867142	0.00010187238188442168	0.0005428337404522591	-0.2441601	0.0001101898	-0.002513113838766475	2.072249246505335e-06	-0.01656362	8.376377e-05	-0.001313993851954071	1.5847274899429634e-06	0.2086373	5.347164e-05	0.0032848381055286353	1.1746277788629994e-06	0.1931783	0.02573438	0.005290595176481361	0.000614010575598159	0.9566273	7.79771e-05	0.026686790439011808	1.94989748655959e-06	0.3530375	4.290708e-05	0.0	0.0
3207	-1	z10-15	nircam5	0.01344821	0.01355674	0.0038701963809173027	0.0015740508801165905	-0.005366862	0.009190566	-0.004602260841526711	0.001830611153305098	0.0596594	0.02088516	0.002821674708542702	0.0005426954773869326	0.008717757	8.026569e-05	0.0010447354818444836	2.0717220143404285e-06	0.2360125	6.101616e-05	0.0052401313385737665	1.5843238721236628e-06	0.1001477	3.895042e-05	0.003277766294698635	1.1743288641741358e-06	0.04069133	0.01874573	0.00025346655341894076	0.0006138546069032042	0.1128199	5.680096e-05	0.00491958581075818	1.9494012834068172e-06	0.2599578	3.125487e-05	0.0	0.0
3548	-1	z10-15	nircam5	-0.02042799	0.01189005	-0.0024915279971941887	0.001571645606459108	0.01526953	0.008060659	0.003806903935758062	0.0018278128888450796	0.05231385	0.0183175	0.002311477006658282	0.0005418658989949726	0.04359077	7.039768e-05	0.000743504856442044	2.0685547635546633e-06	-0.07997428	5.351471e-05	-0.0026440071916644338	1.5819021652078595e-06	0.1841224	3.416178e-05	0.007699081051454543	1.1725338739570904e-06	0.1300765	0.0164411	0.0036758852122284074	0.0006129161843787497	0.1374693	4.981774e-05	0.002983255428044181	1.9464213287043634e-06	0.4201684	2.741233e-05	0.0	0.0
4104	-1	z10-15	nircam5	0.04334182	0.01550273	0.005927899317860442	0.0015736505796425698	-0.004570177	0.01050981	-0.0007347032980297684	0.001830145338233982	-0.1344365	0.0238831	-0.0036896974824120457	0.0005425574732412039	-0.1784918	9.178733e-05	-0.004420124152621047	2.0711945249891005e-06	0.02227086	6.977464e-05	0.0005313538035812203	1.583920771763105e-06	0.05946149	4.454151e-05	0.0013379655798619085	1.1740299494852722e-06	0.07124117	0.02143656	0.0012253109504007267	0.0006136983119139089	0.2112501	6.495439e-05	0.004893698437453634	1.9489050802540445e-06	0.3296593	3.57413e-05	0.0	0.0
5473	-1	z10-15	nircam5	-0.04669895	0.02702645	0.00018541802262860523	0.0015736505796425698	0.0862692	0.01832212	0.006690430217847235	0.001830145338233982	0.1783733	0.04163623	0.0016597489330401945	0.0005425574732412039	0.01390293	0.000160016	0.0006064450684801944	2.0711945249891005e-06	0.4612074	0.0001216406	0.007319715232058323	1.583920771763105e-06	0.5265959	7.765076e-05	0.008960765405219086	1.1740299494852722e-06	0.3479877	0.03737111	0.00599527348688227	0.0006136983119139089	0.900318	0.0001132372	0.017701662755286358	1.9489050802540445e-06	0.9214804	6.230906e-05	0.0	0.0
6801	-1	z10-15	nircam5	0.03004813	0.009708187	0.005573343006967784	0.0015736505796425698	0.02770161	0.006581501	0.007022935247647761	0.001830145338233982	0.003909397	0.01495618	-0.0007619012106783888	0.0005425574732412039	0.02037039	5.747946e-05	0.00047865196448602004	2.0711945249891005e-06	0.09193872	4.369458e-05	0.0031876312356817634	1.583920771763105e-06	0.02124033	2.789297e-05	0.002611361381094453	1.1740299494852722e-06	0.02948016	0.0134241	0.0017108865264132721	0.0006136983119139089	0.01826281	4.067602e-05	-0.0009589137896395905	1.9489050802540445e-06	0.2518369	2.238207e-05	0.0	0.0
7344	-1	z10-15	nircam5	-0.008718811	0.009947931	0.001572878902139183	0.0015744523375283976	0.03669849	0.006744032	0.007201350160314526	0.0018310771668487622	0.0473159	0.01532552	0.001955692738944716	0.0005428337404522591	-0.0001823342	5.889892e-05	0.001726567291500024	2.072249246505335e-06	0.5364318	4.477362e-05	0.016139631327170074	1.5847274899429634e-06	0.04726792	2.85818e-05	9.489411804354995e-05	1.1746277788629994e-06	-0.04430634	0.01375561	-0.0029802462339537034	0.000614010575598159	0.06289472	4.168051e-05	0.004796601979034089	1.94989748655959e-06	-0.04607194	2.29348e-05	0.0	0.0
8246	-1	z10-15	nircam5	0.0708785	0.0140685	0.00908579339951591	0.0015752529384764386	0.07102817	0.009537501	0.013361429973205231	0.001832008796990994	0.2907322	0.02167356	0.007208955961055248	0.0005431100076633144	0.0003295632	8.329565e-05	0.0004422716591753854	2.073303710835147e-06	0.1775304	6.331946e-05	0.004835318189577562	1.5855336906640793e-06	0.151962	4.042076e-05	0.004731528120441816	1.1752256082407267e-06	0.117085	0.01945337	0.0033146545362381804	0.0006143231655767497	0.06055918	5.894514e-05	0.00208023305872359	1.9508895508919086e-06	0.03281239	3.243471e-05	0.0	0.0
9092	-1	z10-15	nircam5	-0.002789336	0.01580378	-0.0018746823207950723	0.0015740508801165905	0.007111847	0.01071391	-0.0004870569925544354	0.001830611153305098	0.2256941	0.02434689	0.004786506791457266	0.0005426954773869326	0.08876358	9.356978e-05	0.0020261840721050067	2.0717220143404285e-06	0.3723231	7.112962e-05	0.009466434222819876	1.5843238721236628e-06	0.342813	4.540648e-05	0.009069029601774543	1.1743288641741358e-06	0.119015	0.02185285	0.0038738577776881804	0.0006138546069032042	0.3218486	6.621575e-05	0.006009687027870907	1.9494012834068172e-06	-0.1573458	3.643538e-05	0.0	0.0
9126	-1	z10-15	nircam5	-0.03002098	0.01074499	-0.004423589804432992	0.0015736505796425698	-0.002659454	0.007284387	0.0008988154849679891	0.001830145338233982	-0.005622108	0.01655345	-0.0007265426325376856	0.0005425574732412039	-0.1073301	6.361811e-05	-0.0043609481288048235	2.0711945249891005e-06	0.03727366	4.836103e-05	0.001641893227083236	1.583920771763105e-06	0.03848611	3.087187e-05	0.002175804526489999	1.1740299494852722e-06	0.09106108	0.01485775	0.004110271079450454	0.0006136983119139089	0.1892117	4.50201e-05	0.008112405168260907	1.9489050802540445e-06	0.1715582	2.477242e-05	0.0	0.0
