NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
344	-1	z10-15	nircam6	0.003493317	0.01484414	0.00046377794814787246	0.0017235283990297392	-0.0006003395	0.00954156	-0.00017068252141702584	0.0019005237038998049	0.02024079	0.02318675	0.00036423038777685864	0.0006030058734380069	0.06983315	0.02775826	0.001766179917977574	0.0007170627609488996	-0.1668547	0.02394782	-0.004214972161345853	0.0006223411412010413	0.2927564	0.01980848	0.008670261576115055	0.000597068278264652	0.3130557	0.0208735	0.010660802177774353	0.000683365985039422	0.668073	0.04541507	0.02206314318405478	0.0015582631449895948	0.4575908	0.03695467	0.0	0.0
447	-1	z10-15	nircam6	0.02707436	0.009655277	0.0036350626591282256	0.001726597754976493	-0.01622837	0.006206247	-0.002669928140765947	0.0019039074623776297	-0.01144507	0.01508167	-0.000509685951403071	0.0006040794753223583	0.03684588	0.01805519	0.0010842648470529696	0.0007183394734787097	0.0590503	0.01557671	0.0013897528727543369	0.000623449170967331	0.02122845	0.0128843	0.0007591217561519775	0.0005981314971373259	0.05608403	0.01357703	0.0030282082534160626	0.0006845827693803858	0.303582	0.02953994	0.008876177797510282	0.0015610375883912389	0.0299153	0.02403693	0.0	0.0
746	-1	z10-15	nircam6	0.1618912	0.03310729	0.005920641847127692	0.001722211803829058	0.07545679	0.0212808	0.004837935084409466	0.0018990714802630964	0.1244392	0.05171403	0.0009130109441238527	0.0006025451290135857	0.3514257	0.06191001	0.005099611982881694	0.0007165150100893358	0.03927119	0.05341147	-0.00010755245387756364	0.000621865716417001	2.137003	0.04417939	0.04613123478500929	0.0005966120552512079	2.413843	0.04655473	0.04789697032836412	0.0006828440400138074	2.08417	0.1012905	0.04946824037863457	0.0015570726814129433	2.299492	0.082421	0.0	0.0
992	-1	z10-15	nircam6	0.01843236	0.02085778	-0.0013573749437683419	0.0017274735568806369	-0.02780625	0.01340703	-0.0035836064409940915	0.0019048732297981877	0.03957555	0.03258013	0.0007039047562046892	0.0006043860336204968	0.04751091	0.03900366	0.001509689657747333	0.0007187039543138327	0.2273716	0.03364953	0.007709554070269284	0.0006237653439854753	0.0622661	0.02783327	0.0026740774587730195	0.0005984348448947837	0.1834757	0.02932975	0.003880641692505623	0.0006849301890380606	0.4475292	0.06381357	0.01380503547668533	0.0015618294073583628	0.1496055	0.0519257	0.0	0.0
1033	-1	z10-15	nircam6	-0.02210287	0.01280035	-0.0032606509819490264	0.0017235283990297392	0.01557304	0.008227845	0.004209263363696612	0.0019005237038998049	0.09127996	0.01999431	0.002270268138020253	0.0006030058734380069	0.06159844	0.02393641	0.0013146597209380204	0.0007170627609488996	-0.03499947	0.0206506	-0.0010822195865922803	0.0006223411412010413	0.05712452	0.01708118	0.0019167739870999028	0.000597068278264652	0.1050755	0.01799956	0.0041066667236915886	0.000683365985039422	0.8223837	0.03916216	0.029305674687938963	0.0015582631449895948	0.1625952	0.03186662	0.0	0.0
3172	-1	z10-15	nircam6	0.003254053	0.01655364	0.0014106392025066054	0.0017230899196087742	0.003878032	0.0106404	0.0005013960387593387	0.0019000396293542355	-0.07391226	0.02585701	0.0006504050208844183	0.0006028524647207642	0.1944295	0.030955	0.0035633818912157744	0.0007168802631296182	0.2637125	0.02670573	0.007119846075886922	0.0006221826662730278	0.1949906	0.0220897	0.004964439226397978	0.0005969163040416087	0.09287652	0.02327736	0.0020985024843624763	0.0006831921121027641	0.1225341	0.05064523	0.0032962886832887703	0.001557866209833796	0.3726265	0.0412105	0.0	0.0
3476	-1	z10-15	nircam6	0.03395834	0.015767	0.0024874879704448235	0.001724406514809455	-0.01019666	0.01013476	-0.00016214000491919053	0.0019014910591007505	0.002309111	0.02462827	0.0010752538785615668	0.0006033129500088387	0.1403094	0.02948399	0.004351795636665835	0.0007174277565874621	0.2441719	0.02543665	0.006297169579486447	0.0006226578321111072	0.12009	0.02103997	0.0029471051573564827	0.0005973722267107383	0.1915648	0.0221712	0.00727456638646928	0.0006837140571283786	0.1779587	0.04823853	0.004598844217946296	0.0015590563315197013	0.1164598	0.03925214	0.0	0.0
3708	-1	z10-15	nircam6	-0.005331574	0.01436049	0.00040035311468997827	0.001722211803829058	0.002981488	0.009230676	0.0016216791015949686	0.0018990714802630964	-0.03049793	0.02243127	-0.00024830636501072917	0.0006025451290135857	-0.1124716	0.02685384	-0.00337832035080605	0.0007165150100893358	-0.006283232	0.02316755	-0.00023614853967898332	0.000621865716417001	0.03482485	0.01916308	0.0008623603086886268	0.0005966120552512079	0.02804848	0.0201934	0.0007866817407034096	0.0006828440400138074	0.5910774	0.04393535	0.019521469258829475	0.0015570726814129433	0.1672366	0.03575061	0.0	0.0
4097	-1	z10-15	nircam6	-0.02059632	0.007326298	-0.0037655154930853153	0.0017230899196087742	0.005615948	0.004709219	-0.0021892077812645655	0.0019000396293542355	-0.006988143	0.01144378	0.0006178616419212551	0.0006028524647207642	0.05263852	0.01370004	0.001561753016586452	0.0007168802631296182	0.002139159	0.0118194	0.001135633664657577	0.0006221826662730278	0.02000096	0.009776439	0.0010931250570832979	0.0005969163040416087	0.05588505	0.01030208	0.0018005110206134965	0.0006831921121027641	0.6955766	0.02241452	0.02621315323099936	0.001557866209833796	0.0110335	0.01823891	0.0	0.0
4660	-1	z10-15	nircam6	-0.02119975	0.00840384	-0.00573127774109796	0.0017239668784507038	-0.006317099	0.005401845	-0.008601397348771772	0.0019010073815002777	0.001304265	0.01312691	0.00040568183779395955	0.0006031595412915963	0.02855219	0.01571502	0.001133224198553988	0.0007172452587681809	0.01766889	0.01355778	-0.0008301566683702822	0.0006224996161290547	0.07035453	0.01121434	0.0036661258416941047	0.0005972202524876951	0.07913625	0.01181729	0.0011520037865410235	0.0006835401841917209	0.1651062	0.02571122	0.0038668834825860135	0.001558659738254648	0.1457535	0.02092146	0.0	0.0
