NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
627	2119.2341	588.5831	214.9982873	52.9044536	1.0	-1	z8-10	nircam5	0.0205008	0.01218368	32.3071	0.6454	0.03587855	0.008259718	31.6994	0.25	0.1486122	0.01876985	30.1564	0.1372	0.554995	7.213615e-05	28.7258	0.0001	0.5393808	5.483626e-05	28.7568	0.0001	-1.731107e-05	3.500541e-05	99.0	99.0	0.243092	0.01684711	29.6221	0.0753	-1.867985e-05	5.104799e-05	99.0	99.0	-1.588865e-05	2.808928e-05	99.0	99.0	0.0025225281451750695	0.0015736505796425698	0.007367459774979937	0.001830145338233982	0.00426712702386933	0.0005425574732412039	0.016177157102927636	2.0711945249891005e-06	0.016275469421714425	1.583920771763105e-06	-6.97739584666727e-07	1.1740299494852722e-06	0.006566833495022498	0.0006136983119139089	-7.84858992208136e-07	1.9489050802540445e-06	0.0	0.0
1103	9535.7227	736.1421	214.9303439	52.8581924	0.999	-1	z8-10	nircam5	0.005788634	0.00946237	33.6801	1.7752	-0.003880166	0.006414854	99.0	99.0	-0.05970493	0.01457748	99.0	99.0	-0.05732242	5.602405e-05	99.0	99.0	0.04119617	4.258821e-05	31.5494	0.0011	0.02130706	2.718671e-05	32.2652	0.0014	0.08187097	0.01308419	30.8037	0.1736	0.3973143	3.964607e-05	29.0887	0.0001	0.07056005	2.181535e-05	30.9651	0.0003	0.001404825590131016	0.0015744523375283976	-0.002542903725058718	0.0018310771668487622	-0.0030052357575376764	0.0005428337404522591	-0.001598127363654757	2.072249246505335e-06	0.0015277565760193148	1.5847274899429634e-06	0.0016522192487242267	1.1746277788629994e-06	0.0056870232230254525	0.000614010575598159	0.01635688381662681	1.94989748655959e-06	0.0	0.0
1846	8483.1562	1045.1633	214.9365086	52.8665421	1.0	-1	z8-10	nircam5	0.006465454	0.01284272	33.56	2.1572	0.04475409	0.008706507	31.4594	0.2113	0.04201985	0.01978516	31.5279	0.5113	0.4012436	7.603818e-05	29.078	0.0002	0.1937373	5.780249e-05	29.8685	0.0003	0.1145935	3.689894e-05	30.4386	0.0003	0.1418747	0.01775841	30.2068	0.1359	0.4296965	5.380931e-05	29.0036	0.0001	0.09096993	2.96087e-05	30.6893	0.0004	-0.0014170821890378811	0.0015748526380024177	0.007966626566646309	0.0018315431803924266	0.0013105593474874318	0.0005429717445979878	0.011889396514204446	2.072776478670241e-06	0.004857876803465266	1.5851303315741502e-06	0.0035352234689259078	1.1749266935518633e-06	0.005439617064917952	0.0006141668705874543	0.017270130159523178	1.9503936897123626e-06	0.0	0.0
2196	3402.1958	1191.4915	214.9804518	52.8995739	1.0	-1	z8-10	nircam5	-0.04823905	0.01527305	99.0	99.0	0.00258263	0.0103541	34.5564	4.3539	-0.06746598	0.02352926	99.0	99.0	0.1577851	9.042745e-05	30.0914	0.0006	0.1569089	6.874089e-05	30.0974	0.0005	-0.04320688	4.38816e-05	99.0	99.0	0.1748606	0.02111897	29.9798	0.1312	0.3733873	6.399205e-05	29.1561	0.0002	0.4536622	3.521177e-05	28.9447	0.0001	-0.0031498614626059712	0.001571645606459108	0.0015432266741873197	0.0018278128888450796	-0.0008622934010050218	0.0005418658989949726	0.0032260410299489155	2.0685547635546633e-06	0.002977188526909638	1.5819021652078595e-06	-0.00014666728373846812	1.1725338739570904e-06	0.004966118295051135	0.0006129161843787497	0.020370165341002267	1.9464213287043634e-06	0.0	0.0
2747	2746.8179	1386.1815	214.9842757	52.9047835	1.0	-1	z8-10	nircam5	-0.009834073	0.01198873	99.0	99.0	0.01035522	0.008127554	33.0486	0.8524	-0.01019135	0.01846952	99.0	99.0	0.206211	7.09819e-05	29.8007	0.0004	0.1168306	5.395882e-05	30.4176	0.0005	0.09834662	3.444528e-05	30.6046	0.0004	0.184149	0.01657754	29.9236	0.0978	0.07628979	5.023117e-05	30.8804	0.0007	0.2266229	2.763982e-05	29.6983	0.0001	-0.0004577929932861484	0.0015736505796425698	0.0007344087647679294	0.001830145338233982	0.0003881075314070336	0.0005425574732412039	0.007673843585295426	2.0711945249891005e-06	0.004209715744249085	1.583920771763105e-06	0.002961180190012862	1.1740299494852722e-06	0.0064488356725195435	0.0006136983119139089	0.004487218800320453	1.9489050802540445e-06	0.0	0.0
2863	3578.7827	1430.1403	214.9763601	52.8997431	0.999	-1	z8-10	nircam5	0.002923079	0.01275066	34.4219	4.7372	0.009209521	0.008644095	33.1759	1.0193	0.1444259	0.01964333	30.1874	0.1477	-0.07766286	7.54931e-05	99.0	99.0	-0.008658673	5.738813e-05	99.0	99.0	0.03476448	3.663442e-05	31.7337	0.0011	0.1184704	0.01763111	30.4025	0.1616	0.4225249	5.342357e-05	29.0219	0.0001	0.2009097	2.939645e-05	29.829	0.0002	0.0005556132400460466	0.0015724473643449353	0.005511400074572743	0.0018287461067676989	0.004289562407035158	0.0005421426840452239	-0.003221918331605771	2.0696112853758508e-06	0.0005395811388606685	1.5827099183052036e-06	-0.0003837481796469998	1.1731326045851358e-06	0.003634478460367044	0.0006132291006516816	0.016944174958215902	1.947415102902818e-06	0.0	0.0
3383	9447.5635	1586.5959	214.9221905	52.8633435	0.999	-1	z8-10	nircam5	-0.01036148	0.01355674	99.0	99.0	-0.003992962	0.009190566	99.0	99.0	0.08029519	0.02088516	30.8248	0.2825	0.04908366	8.026569e-05	31.3592	0.0018	0.1068364	6.101616e-05	30.5147	0.0006	-0.02248427	3.895042e-05	99.0	99.0	0.02982694	0.01874573	31.9	0.6825	0.2910191	5.680096e-05	29.4267	0.0002	0.1406387	3.125487e-05	30.2163	0.0002	-0.006069317608155013	0.0015740508801165905	0.0005844937161624994	0.001830611153305098	0.002186257016080393	0.0005426954773869326	0.0008377310173948073	2.0717220143404285e-06	0.0005538510986079149	1.5843238721236628e-06	-0.0025174727279475445	1.1743288641741358e-06	0.00266517087136809	0.0006138546069032042	0.013791862329483632	1.9494012834068172e-06	0.0	0.0
4166	3832.3975	1781.8435	214.9703893	52.9000344	1.0	-1	z8-10	nircam5	0.03213422	0.01106904	31.8191	0.3741	0.02374613	0.007504066	32.1475	0.3432	0.0458904	0.01705267	31.4322	0.4036	-0.01346176	6.553667e-05	99.0	99.0	0.0901932	4.981948e-05	30.6986	0.0006	0.06507075	3.180288e-05	31.0531	0.0005	-0.02226977	0.01530583	99.0	99.0	0.2456336	4.637779e-05	29.6108	0.0002	0.1606007	2.551949e-05	30.0722	0.0002	0.0034187858663162116	0.0015740508801165905	0.004305363771636238	0.001830611153305098	0.001143509860175875	0.0005426954773869326	-0.0007336726195325988	2.0717220143404285e-06	0.0021196721984691022	1.5843238721236628e-06	0.0021714517878699533	1.1743288641741358e-06	-9.374850808131132e-06	0.0006138546069032042	0.012930486485699994	1.9494012834068172e-06	0.0	0.0
4832	1250.9788	1964.6349	214.9915961	52.9173982	0.949	-1	z8-10	nircam5	0.01429187	0.008266224	32.6988	0.6281	-0.008937068	0.005603946	99.0	99.0	0.01791537	0.01273473	32.4535	0.772	0.06982066	4.894199e-05	30.9766	0.0008	0.08985098	3.720459e-05	30.7027	0.0004	-0.0467152	2.375001e-05	99.0	99.0	0.01894373	0.01143021	32.3929	0.6553	0.4781201	3.463438e-05	28.8877	0.0001	-0.03945806	1.905765e-05	99.0	99.0	0.0028467379779360427	0.0015740508801165905	-0.0013223860711001033	0.001830611153305098	0.0005404581531407014	0.0005426954773869326	0.004263443612532031	2.0717220143404285e-06	0.002472480485095283	1.5843238721236628e-06	-0.0025737594153192713	1.1743288641741358e-06	-0.00010216735888884315	0.0006138546069032042	0.01653327018752181	1.9494012834068172e-06	0.0	0.0
5075	1514.0	2026.0227	214.9885929	52.9160616	0.561	-1	z8-10	nircam5	-0.007176274	0.01052342	99.0	99.0	-0.00285014	0.007134177	99.0	99.0	0.03476224	0.01621211	31.7337	0.5065	-0.05616384	6.230625e-05	99.0	99.0	0.03348412	4.736379e-05	31.7744	0.0015	0.0285696	3.023527e-05	31.9468	0.0011	0.06001932	0.01455138	31.1408	0.2633	0.2499293	4.409175e-05	29.592	0.0002	0.09311626	2.426159e-05	30.664	0.0003	0.0030753477275488107	0.001571645606459108	0.002501079604932495	0.0018278128888450796	0.0008754941577889412	0.0005418658989949726	0.0014267725378910826	2.0685547635546633e-06	-8.254957227133183e-05	1.5819021652078595e-06	0.0018157949798071357	1.1725338739570904e-06	0.002026616109152408	0.0006129161843787497	0.013211434590565903	1.9464213287043634e-06	0.0	0.0
