NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
969	-1	z8-10	nircam9	-0.04906869	0.02610048	-0.009292328776168231	0.0019161573834920904	-0.02080521	0.01554633	0.0013055970797576394	0.001957947766330974	0.03785538	0.02846497	0.0010227841959798954	0.0004676797379396966	0.5256788	0.0001226115	0.004506677671049106	2.0010222385178874e-06	0.4719185	0.0001208528	0.004857744851485879	1.9841538934277325e-06	4.797438e-05	6.850134e-05	-1.1412220345692723e-06	1.3058585372766813e-06	1.549837	0.03047499	0.043540031632793165	0.0006309951749254997	-0.002137274	0.0001049051	-2.9924846015018173e-05	2.276468923622408e-06	-0.0009597397	4.904249e-05	0.0	0.0
1431	-1	z8-10	nircam9	0.2321846	0.02643298	0.010572179632759754	0.0019156703126841058	0.04304926	0.01574438	0.008917687171367285	0.0019574490048168227	0.4736606	0.02882759	0.008981747378140668	0.00046756063492462124	1.065514	0.0001241734	0.020805280774264714	2.000512495029671e-06	0.6611996	0.0001223924	0.011479452223644401	1.983648336236122e-06	0.4356012	6.937401e-05	0.010034139513334997	1.305525975909272e-06	0.3411095	0.03086322	0.00927676999219727	0.0006308343118154316	0.3885327	0.0001062416	0.013622640297699997	2.275888937028954e-06	0.3352973	4.966726e-05	0.0	0.0
2030	-1	z8-10	nircam9	0.05876588	0.02400895	0.0038290614579294226	0.0019171338389836325	-0.02230539	0.01430054	-0.002958102342153845	0.001958944892414181	0.4361102	0.02618396	0.011158588006281361	0.00046791794396984737	0.9955512	0.0001127861	0.02074749098526256	2.002041211121477e-06	0.6533205	0.0001111684	0.014278215801486046	1.985164490352212e-06	0.5693663	6.301208e-05	0.01603147971399863	1.3065236600114993e-06	0.4021498	0.02803291	0.011995239086386814	0.0006313162485569544	0.6700647	9.649869e-05	0.01686458752903272	2.2776282128628626e-06	0.9030136	4.511253e-05	0.0	0.0
5926	-1	z8-10	nircam9	0.01386062	0.01783002	0.0017542543527552933	0.0019166456112378616	0.03020443	0.01062016	0.005415079362104381	0.001958446527845126	0.09963837	0.01944528	0.0022060366609296393	0.0004677988409547721	0.197981	8.375957e-05	0.003682968714563005	2.001531982006104e-06	0.1435173	8.255819e-05	0.0033311949892545246	1.9846591918899726e-06	0.1072005	4.679533e-05	0.00253558906101009	1.3061910986440904e-06	0.1666411	0.02081838	0.00496850024373977	0.000631155711741227	0.2574614	7.166385e-05	0.00815100710615545	2.2770485682426355e-06	0.358684	3.35024e-05	0.0	0.0
6039	-1	z8-10	nircam9	-0.05973421	0.02349415	-0.0032962939212658753	0.0019166456112378616	0.006491922	0.01399391	0.004845576277523212	0.001958446527845126	0.1439817	0.02562253	0.0027950784874371747	0.0004677988409547721	0.1688232	0.0001103678	0.007013957235834655	2.001531982006104e-06	0.1823269	0.0001087847	0.004496773394464344	1.9846591918899726e-06	0.2639038	6.166097e-05	0.005830909308572725	1.3061910986440904e-06	0.341952	0.02743183	0.007965813955783406	0.000631155711741227	0.7438648	9.442957e-05	0.01212739313904045	2.2770485682426355e-06	0.1101668	4.414523e-05	0.0	0.0
6158	-1	z8-10	nircam9	0.001313209	0.009712097	0.002152179633500959	0.0019137162447632357	-0.008272437	0.005784854	-0.0035884074919401046	0.001955452569452377	-0.01393404	0.01059193	0.0007208914533919568	0.00046708370502512376	-0.07124532	4.562424e-05	-0.005628234222743901	1.9984722351446954e-06	-0.01788192	4.496984e-05	-0.0002731902733698276	1.981625331281563e-06	0.05773889	2.548964e-05	0.001484632352891863	1.3041942283557722e-06	0.006943192	0.01133987	0.002271539819914272	0.0006301908593751588	0.1302285	3.903564e-05	0.006426644724687725	2.273567622762226e-06	0.1348457	1.824892e-05	0.0	0.0
6359	-1	z8-10	nircam9	0.02115988	0.01347823	0.0005238323904470467	0.0019166456112378616	0.003128763	0.008028089	0.0017490827983422071	0.001958446527845126	0.03765368	0.01469925	0.0008998470994974839	0.0004677988409547721	0.0401324	6.331628e-05	0.00019219289266300405	2.001531982006104e-06	0.1050519	6.240812e-05	0.0035226185019389664	1.9846591918899726e-06	0.04330602	3.537394e-05	0.0027228920092197714	1.3061910986440904e-06	0.05250277	0.01573722	0.0016771036418272492	0.000631155711741227	0.05321989	5.417278e-05	0.0039057651417209074	2.2770485682426355e-06	0.2209766	2.532543e-05	0.0	0.0
6618	-1	z8-10	nircam9	0.04361695	0.01563796	0.006813227447735478	0.0019161573834920904	0.03715454	0.0093145	0.005496022421522014	0.001957947766330974	0.02063576	0.01705464	0.0007844878028894442	0.0004676797379396966	0.1693029	7.3462e-05	0.006395035539654984	2.0010222385178874e-06	0.136117	7.240832e-05	0.0033785140039800906	1.9841538934277325e-06	0.09698328	4.104222e-05	0.0023568660158294987	1.3058585372766813e-06	0.1204096	0.01825893	0.005622384314091362	0.0006309951749254997	0.2100069	6.285336e-05	0.007586111791220451	2.276468923622408e-06	0.09426276	2.938355e-05	0.0	0.0
6737	-1	z8-10	nircam9	-0.0688457	0.01321649	-0.004531270631944562	0.0019146927002547777	0.005606528	0.007872189	0.0016102349759811582	0.0019564510848434223	0.02781462	0.0144138	0.0005304887129396965	0.00046732216997487255	-0.05332408	6.208672e-05	-0.0004969320037957933	1.999492493680394e-06	0.05672609	6.11962e-05	0.0014664366800927024	1.9826372218528996e-06	0.05798054	3.4687e-05	0.0010228668386179085	1.3048602523409085e-06	0.01388737	0.01543161	0.0015766483819745901	0.0006305125855952952	0.4672885	5.312078e-05	0.014495656910139995	2.2747286218688173e-06	0.1421873	2.483363e-05	0.0	0.0
7553	-1	z8-10	nircam9	-0.04240957	0.02139276	-0.003013981433493879	0.0019156703126841058	0.01750829	0.01274225	0.0006788102528370261	0.0019574490048168227	-0.09624749	0.02333077	-0.002419805341582905	0.00046756063492462124	-0.005677097	0.0001004961	3.837373154818157e-06	2.000512495029671e-06	0.2439634	9.905471e-05	0.004207164672647609	1.983648336236122e-06	0.03206606	5.614582e-05	0.002777813602776226	1.305525975909272e-06	0.05204339	0.02497824	0.001114771890236613	0.0006308343118154316	0.299606	8.59835e-05	0.009477073269818635	2.275888937028954e-06	0.5150934	4.019674e-05	0.0	0.0
7724	-1	z8-10	nircam9	0.05273733	0.01196804	0.007911215782902903	0.0019146927002547777	0.001706735	0.00712857	0.0030392260115905292	0.0019564510848434223	0.04733796	0.01305225	0.00040797236080401843	0.00046732216997487255	-0.1364544	5.622192e-05	-0.0026311019676119266	1.999492493680394e-06	-0.03194018	5.541552e-05	-0.0013468721455473023	1.9826372218528996e-06	0.001486467	3.141042e-05	-0.0009370275524794541	1.3048602523409085e-06	0.06043888	0.01397392	0.0031975827370747255	0.0006305125855952952	0.2294248	4.810291e-05	0.010099146508353633	2.2747286218688173e-06	0.2822584	2.248781e-05	0.0	0.0
7836	-1	z8-10	nircam9	-0.003850679	0.01682185	-0.001370070022096172	0.0019156703126841058	-0.00990111	0.01001966	-0.0017297626865898834	0.0019574490048168227	0.03257521	0.01834577	0.001950204679145721	0.00046756063492462124	0.3149291	7.902349e-05	0.007613654246976895	2.000512495029671e-06	-0.02811449	7.789004e-05	-0.0007356004613683387	1.983648336236122e-06	0.1893876	4.414935e-05	0.005756045448809088	1.305525975909272e-06	0.1398031	0.01964123	0.00531626475228068	0.0006308343118154316	0.2392436	6.761172e-05	0.007980314589494542	2.275888937028954e-06	0.09342529	3.160805e-05	0.0	0.0
